ctrlMSE	score	pMSE	p	BH
regulation of defense response to fungus	113.118149232335	0.817094623181794	0.6	0.4	1
DNA demethylation	114.053836685811	0.81709398036664	0.6	0.6	1
cellular response to UV-A	114.094266753931	0.817080955009492	0.4	0.4	1
cell cycle	110.68081652941	0.817067254733232	0.2	0.4	1
regulation of dopamine receptor signaling pathway	112.246042100681	0.8170566853493	0.4	0.4	1
regulation of neuromuscular junction development	112.518705638648	0.8170425216987	0.2	0.2	1
peptidyl-serine modification	114.130031490185	0.817041856736822	0.4	0.2	1
regulation of metanephric mesenchymal cell migration	113.220212503461	0.817040642206818	0.4	0.2	1
activation of JUN kinase activity	113.968271887566	0.817036685491039	0.6	0.4	1
leukocyte mediated cytotoxicity	112.575146056158	0.817032451545193	0.2	0.4	1
regulation of pri-miRNA transcription from RNA polymerase II promoter	112.84576710512	0.817031465802092	0.4	0.4	1
xenobiotic catabolic process	113.896758906088	0.817031312200556	0.6	0.6	1
receptor catabolic process	114.266500548912	0.817019619689757	0.4	0.4	1
regulation of hepatocyte proliferation	114.231876943749	0.81701868989277	0.2	0.2	1
protein K63-linked deubiquitination	115.562309409056	0.81697952630369	0.4	0.2	1
regulation of microtubule cytoskeleton organization	112.324407442299	0.816973812236548	0.2	0.2	1
regulation of ventricular cardiac muscle cell action potential	114.425661938265	0.816957374504544	0.4	0.4	1
blood vessel development	114.150909208884	0.816939348329831	0.4	0.4	1
superior temporal gyrus development	111.398797016265	0.816926972825953	0.2	0.2	1
female pregnancy	112.506743576905	0.816906312274554	0.4	0.4	1
regulation of cytokinesis	114.88706815227	0.816900791699635	0.8	0.6	1
negative regulation of release of cytochrome c from mitochondria	112.131647435463	0.81689919485303	0.8	0.8	1
response to acidic pH	113.679686463671	0.816884135484978	0.4	0.6	1
sex differentiation	112.590627852874	0.816873375610782	0.6	0.6	1
neuromuscular junction development	110.736592614473	0.816869276439184	0.4	0.4	1
regulation of membrane repolarization during action potential	115.007455867283	0.816867811992737	0.2	0.2	1
clustering of voltage-gated sodium channels	114.110481781373	0.816863478388688	0.6	0.4	1
regulation of ruffle assembly	113.300467185666	0.816849439284208	0.8	0.8	1
aspartate transport	112.903697368275	0.816807933979636	0.4	0.4	1
regulation of MDA-5 signaling pathway	113.656617293284	0.816805939326821	0.4	0.4	1
negative regulation of hormone secretion	112.982148951002	0.81679916666277	0.2	0.2	1
apoptotic chromosome condensation	116.094590516583	0.816793841216134	0.4	0.2	1
regulation of microvillus organization	116.390956511537	0.816787538388081	0.6	0.2	1
regulation of mitochondrion organization	112.033713541577	0.816782496253793	0.4	0.4	1
regulation of amino acid transmembrane transport	117.19270764703	0.816781984894348	0.2	0.2	1
regulation of chromatin organization	110.354483637894	0.816779949016265	0.4	0.4	1
DNA methylation or demethylation	114.246542775959	0.816751213009378	0.6	0.4	1
formation of extrachromosomal circular DNA	110.247744968099	0.816748380476828	0.2	0.4	1
t-circle formation	110.247744968099	0.816748380476828	0.2	0.4	1
telomere maintenance via telomere trimming	110.247744968099	0.816748380476828	0.4	0.4	1
regulation of organ growth	112.608607345352	0.816741532218361	0.4	0.4	1
response to lipid hydroperoxide	120.176327008449	0.816728599610901	0.8	0.2	1
reproductive structure development	113.155007037882	0.816712148307144	0.4	0.4	1
reproductive system development	113.155007037882	0.816712148307144	0.2	0.4	1
developmental growth	112.770610828363	0.816700741711367	0.2	0.2	1
'de novo' posttranslational protein folding	113.521050452147	0.816693839511492	0.6	0.6	1
adult feeding behavior	113.554968106337	0.81669377889017	0.2	0.2	1
metal incorporation into metallo-sulfur cluster	114.178219398863	0.816689308391354	0.2	0.2	1
iron incorporation into metallo-sulfur cluster	114.178219398863	0.816689308391354	0.2	0.2	1
maintenance of lens transparency	117.339373711485	0.816686105594341	0.6	0.6	1
negative regulation of phosphoprotein phosphatase activity	110.461140881799	0.816671099380759	0.4	0.4	1
regulation of heart growth	112.627166176735	0.816668611841401	0.6	0.6	1
L-amino acid import	115.208898395839	0.816664778780117	0.8	0.8	1
activation of NF-kappaB-inducing kinase activity	113.152957198833	0.816664437899366	0.8	0.8	1
negative regulation of lipid localization	120.083890747866	0.816660282120134	1	0.6	1
cellular response to peptide hormone stimulus	111.979192844893	0.816656523273308	0.2	0.2	1
positive regulation of chemokine (C-C motif) ligand 5 production	114.678700951143	0.816645589377954	0.8	0.6	1
ammonium ion metabolic process	114.851897381156	0.816610996415714	1	0.6	1
positive regulation of interleukin-12 secretion	113.1997068516	0.816607964886476	0.2	0.2	1
epithelial cell differentiation	111.839023499202	0.816592808768019	0.2	0.4	1
regulation of histone H4 acetylation	110.832693546083	0.81658581082242	0.2	0.4	1
short-chain fatty acid catabolic process	117.015869705188	0.816583184954596	0.4	0.2	1
protein desumoylation	111.981797159913	0.81656589785953	0.2	0.4	1
signal transduction by trans-phosphorylation	117.347935928672	0.816550943880839	0.2	0.2	1
regulation of membrane depolarization	113.934669289583	0.816548124699762	0.2	0.2	1
carnitine metabolic process, CoA-linked	112.878322627923	0.816537729169022	0.6	0.6	1
response to dithiothreitol	114.325787578316	0.816537687512923	0.2	0.2	1
primary neural tube formation	118.142066511474	0.816534263432975	0.6	0.4	1
cell-substrate adhesion	111.368244783338	0.816530630479432	0.2	0.2	1
extracellular exosome biogenesis	113.726899245947	0.816528616185039	0.2	0.4	1
necroptotic process	112.997415504998	0.816526096492503	0.8	0.6	1
metanephros development	113.137146524753	0.816525248388423	0.2	0.4	1
mitochondrial transport	112.47444590149	0.816519992609846	0.4	0.6	1
positive regulation of attachment of spindle microtubules to kinetochore	111.886574936264	0.816504239297899	0.4	0.4	1
response to cisplatin	113.66412191478	0.816502829189641	0.2	0.2	1
cellular response to cisplatin	113.66412191478	0.816502829189641	0.2	0.2	1
developmental process involved in reproduction	113.236027928986	0.816494270891496	0.2	0.2	1
positive regulation of organ growth	112.686543544631	0.816493523508767	0.6	0.6	1
positive regulation of heart growth	112.686543544631	0.816493523508767	0.4	0.4	1
segmentation	112.921344091781	0.816486351196391	0.4	0.4	1
galactose metabolic process	115.04193704963	0.816467640270704	0.4	0.4	1
polyamine biosynthetic process	116.995694960628	0.816465795525147	0.4	0.2	1
respiratory system development	113.345961949001	0.81645978576927	0.8	0.6	1
phospholipid efflux	113.078263359588	0.816456532211917	0.6	0.6	1
negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator	113.078660111222	0.816440513378871	0.2	0.2	1
natural killer cell differentiation	113.360169311474	0.816435403588792	0.4	0.4	1
negative regulation of CREB transcription factor activity	113.764258489414	0.816429163403383	0.2	0.2	1
cell-cell junction assembly	114.836009660043	0.816427408228889	0.4	0.4	1
negative regulation of leukocyte chemotaxis	113.128214391863	0.816421783974372	0.4	0.4	1
positive regulation of protein localization to plasma membrane	114.802255413793	0.816415103985586	0.4	0.4	1
thymus development	117.403997793512	0.816411725210062	0.6	0.4	1
positive regulation of immunoglobulin production	116.289728737009	0.81641134517899	0.8	0.8	1
phenylalanyl-tRNA aminoacylation	114.467156672721	0.816406599472599	0.4	0.6	1
negative regulation of myeloid leukocyte differentiation	111.833327948222	0.816400887354666	0.4	0.4	1
phospholipid biosynthetic process	114.103322207766	0.816399978491421	0.6	0.6	1
long-chain fatty-acyl-CoA metabolic process	114.262722346965	0.816396556967447	0.6	0.6	1
antral ovarian follicle growth	118.391134178413	0.816394075220956	0.4	0.4	1
ovarian cumulus expansion	118.391134178413	0.816394075220956	0.4	0.4	1
oogenesis stage	118.391134178413	0.816394075220956	0.2	0.2	1
fused antrum stage	118.391134178413	0.816394075220956	0.6	0.4	1
negative regulation of SMAD protein import into nucleus	114.921735078657	0.816374495192182	0.2	0.2	1
regulation of potassium ion transmembrane transport	113.507776596457	0.816373097769022	0.2	0.2	1
positive regulation of cellular protein localization	112.479312751036	0.816369426813762	0.2	0.2	1
ceramide biosynthetic process	112.353651303831	0.816368119526773	0.4	0.4	1
chromosome segregation	111.271241490517	0.816360666874218	0.4	0.4	1
exosomal secretion	113.930530300444	0.816357007595912	0.2	0.2	1
attachment of GPI anchor to protein	111.59550715179	0.816353009115424	0.2	0.2	1
heart morphogenesis	113.324000729025	0.816352531576504	0.4	0.4	1
regulation of gliogenesis	115.291272394716	0.816349206973928	0.4	0.2	1
very long-chain fatty acid catabolic process	113.714860623852	0.816348693870179	0.2	0.2	1
protein repair	111.751041311345	0.81634332725292	0.2	0.4	1
protein targeting to mitochondrion	113.293309804162	0.816342824881638	0.8	0.8	1
positive regulation of viral genome replication	115.708988373779	0.816339849621395	0.4	0.2	1
protein import into nucleus	113.117855555372	0.816321278237882	0.6	0.4	1
regulation of granulocyte differentiation	115.427279270907	0.816310277579774	0.2	0.2	1
cellular monovalent inorganic cation homeostasis	113.656672975173	0.816299647833102	0.6	0.6	1
arachidonic acid metabolic process	110.890596708689	0.816299306862742	0.4	0.6	1
regulation of translational termination	112.509101577328	0.816294547108859	0.2	0.4	1
negative regulation of dendrite development	115.811584646609	0.816286500020179	0.2	0.2	1
ribonucleoprotein complex disassembly	117.820306280097	0.816274224551183	0.8	0.6	1
phosphate ion transport	114.522614333826	0.816273315366641	0.6	0.4	1
phosphate ion transmembrane transport	114.522614333826	0.816273315366641	0.8	0.8	1
regulation of interleukin-12 secretion	113.685383360562	0.816259309160242	0.4	0.4	1
negative regulation by host of viral genome replication	112.49598504708	0.816255340963626	0.2	0.2	1
retrograde transport, endosome to Golgi	114.245704987369	0.81624755777465	0.6	0.6	1
metaphase/anaphase transition of mitotic cell cycle	117.308414792121	0.816241630407438	0.6	0.8	1
metaphase/anaphase transition of cell cycle	117.308414792121	0.816241630407438	0.4	0.2	1
maintenance of protein location	116.26700670448	0.816234352913837	0.4	0.2	1
protein exit from endoplasmic reticulum	114.716172849095	0.81623299760605	0.6	0.6	1
protein K11-linked ubiquitination	111.658422055954	0.816230072188891	0.4	0.4	1
tail-anchored membrane protein insertion into ER membrane	114.117238716195	0.816228597014881	0.4	0.4	1
vesicle fusion	113.670601276616	0.816222719802937	0.2	0.2	1
regulation of mitochondrial depolarization	114.387133263506	0.816222038015044	0.6	0.4	1
negative regulation by host of viral process	112.507178421871	0.816217204115729	0.6	0.6	1
positive regulation of metanephros development	113.204435804268	0.816214497258861	0.2	0.2	1
regulation of metanephros development	113.204444018505	0.816213454266528	0.6	0.6	1
positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	114.286511410349	0.81621162910981	0.4	0.4	1
pigmentation	112.337512285432	0.816203610680851	0.4	0.4	1
rRNA pseudouridine synthesis	112.824911954841	0.816200517230774	0.4	0.4	1
cellular respiration	111.964471120531	0.816198185986966	0.2	0.2	1
response to peptide hormone	112.127202311736	0.816181729140333	0.6	0.4	1
cellular aldehyde metabolic process	116.467807348898	0.81617594655278	0.6	0.4	1
regulation of neurotransmitter secretion	112.861297320872	0.816156284224365	0.4	0.4	1
modulation by host of viral release from host cell	112.453609343234	0.816142730007895	0.2	0.4	1
positive regulation by host of viral release from host cell	112.453609343234	0.816142730007895	0.2	0.4	1
regulation of DNA damage checkpoint	112.239509885348	0.816114902479418	0.4	0.4	1
adult behavior	112.857937307002	0.816106833951602	0.2	0.2	1
type B pancreatic cell apoptotic process	114.358591267938	0.816095740699369	0.2	0.2	1
negative regulation of ATP metabolic process	110.872965861912	0.816095484274259	0.2	0.2	1
pseudouridine synthesis	112.873474639198	0.81608916033871	0.4	0.6	1
heterochromatin organization	117.783657166093	0.816084561205975	0.4	0.4	1
carboxylic acid transmembrane transport	111.271210635486	0.816064384319488	0.2	0.2	1
regulation of cell-matrix adhesion	115.673521574872	0.816063690833479	1	1	1
cholesterol biosynthetic process via desmosterol	114.494810928536	0.816061026275779	0.4	0.4	1
cholesterol biosynthetic process via lathosterol	114.494810928536	0.816061026275779	0.4	0.4	1
microtubule cytoskeleton organization involved in mitosis	115.177597974991	0.816060865124803	0.4	0.4	1
regulation of tube diameter	112.843235703444	0.816052925368462	0.6	0.6	1
regulation of blood vessel diameter	112.843235703444	0.816052925368462	0.6	0.6	1
positive regulation of mitochondrial depolarization	114.487752174357	0.816039298314393	0.2	0.2	1
icosanoid metabolic process	112.384237330602	0.816035780483891	0.4	0.4	1
regulation of protein homooligomerization	114.607331825632	0.816033997225432	0.8	0.8	1
positive regulation of granulocyte differentiation	115.475791376662	0.816032486612918	0.4	0.4	1
regulation of myeloid cell apoptotic process	114.364716051029	0.816015476885259	0.4	0.4	1
positive regulation of membrane depolarization	114.477472212408	0.81601242843714	0.4	0.4	1
macroautophagy	112.767390999447	0.816009273744768	0.2	0.2	1
epithelial cell development	111.276486091227	0.816008389892151	0.6	0.6	1
negative regulation of protein serine/threonine kinase activity	112.731919527355	0.816003476090537	0.6	0.8	1
regulation of protein localization to cell periphery	113.500731195078	0.815998375452014	0.2	0.4	1
embryonic pattern specification	113.085833417125	0.815987884342071	0.4	0.6	1
behavioral response to ethanol	113.70988303891	0.815984194549571	0.4	0.4	1
positive regulation of protein localization to cell periphery	114.891904237343	0.815981587806831	0.4	0.4	1
positive regulation of TORC1 signaling	109.92999121087	0.815967876942617	0.2	0.4	1
cofactor biosynthetic process	112.896818369941	0.815964003899948	0.2	0.4	1
coenzyme metabolic process	114.018010388697	0.815963006108178	0.4	0.4	1
hair follicle development	113.502747063355	0.815959661236236	0.4	0.4	1
skin epidermis development	113.502747063355	0.815959661236236	0.4	0.6	1
pyridine nucleotide metabolic process	113.370265483509	0.815953832472654	0.4	0.4	1
nicotinamide nucleotide metabolic process	113.370265483509	0.815953832472654	0.2	0.2	1
